ident,latitude_deg,longitude_deg,term
KMNV,35.5454,-84.3802,
KOJA,35.5448,-98.6685,
30AR,35.5444,-92.0562,
58TN,35.5442,-87.7448,
TN64,35.5442,-84.5328,
78NC,35.5433,-78.7504,
DAOL,35.5424,-0.5323,
5OK0,35.5414,-98.5946,
KJNX,35.5409,-78.3903,
KCLK,35.5383,-98.9327,
KPWA,35.5342,-97.6471,
6M8,35.5329,-90.4001,
LGSA,35.5317,24.1497,
RJOR,35.5301,134.167,
OI19,35.5299,51.5058,
NM33,35.5291,-104.0974,
L37,35.5283,-113.247,
52NR,35.5279,-79.3962,
DAAQ,35.5254,2.8787,
66TN,35.5234,-85.8465,
1NC8,35.5158,-80.2581,
8TN9,35.5151,-89.6788,
RJBT,35.5128,134.787,
KHBZ,35.5117,-92.013,
KGUP,35.5117,-108.7882,
28OK,35.5111,-98.0368,
NM53,35.51,-104.584,
NC25,35.509,-80.3112,
KMIT,35.5074,-119.192,
KLUG,35.507,-86.8039,
K2O8,35.5059,-98.3424,
LICD,35.4979,12.6181,
RJOH,35.4922,133.236,
KF29,35.4881,-97.8236,
K2A0,35.4862,-84.9311,
48AR,35.4847,-90.8411,
KIPJ,35.4833,-81.1613,
KO47,35.4823,-96.7187,
NC47,35.4822,-77.3559,
TN12,35.4734,-86.6814,
KRQO,35.4727,-98.0058,
3AR8,35.4723,-91.963,
KH35,35.4707,-93.4272,
ORKK,35.4695,44.3489,
87NC,35.4688,-78.652,
1CA1,35.4679,-119.722,
NC67,35.4678,-82.4525,
KGWW,35.4606,-77.9649,
NR72,35.459,-80.3718,
9TN5,35.4582,-86.9573,
NC77,35.4557,-80.5756,
RJTA,35.4546,139.45,
1NC9,35.4505,-81.4269,
TN21,35.4471,-87.5046,
4NC6,35.4414,-82.4822,
NC73,35.4388,-76.4496,
63TN,35.4385,-84.4007,
KJSV,35.4382,-94.8028,
KAVL,35.4362,-82.5418,
KBFL,35.4336,-119.057,
69NC,35.4334,-81.846,
DABS,35.4316,8.1207,
KELK,35.4308,-99.3943,
RKCH,35.4293,128.5104,
85NC,35.4292,-83.1668,
KFQD,35.4282,-81.9351,
OPCL,35.4267,74.0817,
57NC,35.4265,-83.4582,
58NR,35.4253,-77.5974,
88TN,35.4245,-85.7793,
6TN4,35.4219,-86.2903,
LGKS,35.4214,26.91,
LGKP,35.4214,27.146,
KVUJ,35.4167,-80.1508,
OK77,35.4159,-98.5425,
KTIK,35.4147,-97.3866,
RJOC,35.4136,132.89,
NC05,35.4087,-80.7942,
08OL,35.4081,-98.6055,
62CL,35.4072,-118.5011,
NR68,35.4056,-78.9404,
ZSRZ,35.405,119.3244,
5CL1,35.4047,-120.525,
76TA,35.4027,-102.8076,
OSLK,35.4011,35.9487,
1AR0,35.401,-91.1292,
8TN2,35.3991,-86.5548,
RJTK,35.3983,139.91,
KMMI,35.3973,-84.5626,
RJNG,35.3941,136.87,
KOKC,35.3934,-97.5982,
54AR,35.3929,-93.7587,
KAYX,35.3926,-86.0858,
NC19,35.391,-80.5753,
K0F7,35.3887,-95.6002,
KJQF,35.3878,-80.7091,
E61,35.3842,-104.216,
K43A,35.3841,-79.7905,
KM29,35.3836,-87.9681,
CN37,35.3813,-118.231,
52AZ,35.3808,-113.301,
KTHA,35.3801,-86.2464,
KHRJ,35.3794,-78.733,
8NC1,35.3773,-79.2395,
64TN,35.3768,-87.038,
5AR2,35.3747,-90.1982,
4AR5,35.3715,-90.7542,
NC97,35.3689,-81.5225,
KE89,35.3679,-104.1809,
96TN,35.3671,-85.1617,
OIIB,35.3604,51.9866,
KSNL,35.3579,-96.9428,
KNQA,35.3567,-89.8703,
9NR4,35.3551,-80.4315,
00CA,35.3547,-116.8853,
AZ97,35.3501,-113.6895,
58NC,35.3484,-82.0529,
28NR,35.3475,-81.995,
TN01,35.3472,-89.8197,
RK6D,35.3421,127.03,
5NC3,35.3417,-79.4369,
DAOB,35.3411,1.4632,
KCSM,35.3398,-99.2005,
LGIR,35.3397,25.1803,
KGSB,35.3394,-77.9606,
KFSM,35.3366,-94.3674,
KP23,35.335,-112.887,
DAAD,35.3325,4.2064,
KISO,35.3314,-77.6088,
6AR8,35.33,-94.0419,
KL45,35.3248,-118.996,
3OK9,35.3218,-97.0401,
7TN1,35.3206,-85.8536,
3NC6,35.3118,-80.6442,
K0A7,35.3083,-82.4329,
20AR,35.3079,-92.3202,
8NC9,35.3079,-82.4343,
RK60,35.3066,126.495,
KCMR,35.3056,-112.1944,
1L4,35.3055,-114.8824,
M74,35.3004,-91.5576,
7M6,35.299,-93.6817,
08TN,35.2989,-86.4744,
KF08,35.298,-95.6274,
94TN,35.2965,-87.112,
OL46,35.2958,-99.9251,
NM92,35.2955,-105.6144,
8NC2,35.2892,-81.7857,
KF84,35.2891,-95.0939,
6NC0,35.2891,-78.1796,
9CL4,35.2872,-115.1944,
K0O2,35.2871,-116.0817,
OSDZ,35.2854,40.176,
76OK,35.2827,-97.6198,
NR88,35.2806,-79.3878,
KBYS,35.2805,-116.63,
GEML,35.2798,-2.9563,
52AR,35.2792,-92.2409,
K2M8,35.279,-89.9315,
AZU,35.278,-94.2243,
KSRE,35.2747,-96.6752,
84NC,35.2727,-79.2485,
KM60,35.2719,-91.2697,
3NR3,35.2703,-82.6442,
OL42,35.2633,-94.4909,
KIGM,35.2595,-113.938,
KRUE,35.2591,-93.0933,
TN89,35.2584,-85.4527,
RJNA,35.2558,136.9241,
KEHO,35.2556,-81.601,
63AR,35.2466,-90.4615,
K2E7,35.2462,-100.5469,
KOUN,35.2456,-97.4721,
53OK,35.2428,-97.7638,
NR02,35.2378,-79.9956,
KSOP,35.2372,-79.3894,
OL47,35.236,-96.5066,
LCGK,35.2359,33.7201,
K2M2,35.2343,-87.2579,
K2F1,35.2339,-100.1854,
KHSE,35.2328,-75.6178,
KE52,35.2307,-102.3987,
NR76,35.2301,-78.7068,
7M0,35.2279,-91.0932,
92A,35.2265,-84.5849,
65AR,35.2255,-90.4653,
0TN1,35.2223,-86.22,
KW40,35.2214,-78.0387,
2TN2,35.2213,-89.1902,
KAMA,35.2194,-101.706,
70NR,35.2186,-78.3668,
08NR,35.2175,-82.426,
26AR,35.2155,-91.8078,
KM08,35.2145,-89.0434,
55T,35.2142,-101.4108,
KCLT,35.214,-80.9431,
ZSHZ,35.213,115.7367,
OIHS,35.2116,48.6534,
KRZR,35.2115,-84.7998,
KSRC,35.2106,-91.7375,
6NC9,35.2078,-77.7598,
DAOV,35.2077,0.1471,
KFYE,35.2077,-89.3945,
KUOS,35.2048,-85.8991,
KAKH,35.2026,-81.1499,
73AZ,35.2017,-113.3618,
KM01,35.2007,-90.054,
8TN1,35.1964,-89.6269,
KRHP,35.1952,-83.863,
07AR,35.1943,-92.8025,
LGTL,35.192,25.327,
AR46,35.189,-91.0501,
0AR2,35.1885,-90.3036,
K1A0,35.188,-85.1768,
KTCC,35.1828,-103.603,
RKPK,35.1795,128.938,
12A,35.1784,-92.3354,
38SC,35.1778,-81.7478,
KBGF,35.1775,-86.0662,
GMTA,35.1771,-3.8395,
OI03,35.1742,52.3233,
DAOS,35.1718,-0.5933,
KPOB,35.1709,-79.0145,
KSNH,35.1704,-88.2159,
KTDW,35.1699,-101.826,
KGNT,35.1673,-107.902,
NM56,35.1653,-108.459,
39SC,35.1584,-81.2256,
KIFP,35.1574,-114.56,
19AR,35.1567,-92.2242,
94AR,35.1564,-91.3319,
K1K4,35.1551,-97.4704,
KGZS,35.1537,-87.0568,
LCEN,35.1523,33.5066,
7AR3,35.1511,-90.8156,
K4M2,35.1495,-93.8635,
SC88,35.1473,-81.7943,
KL17,35.1415,-119.4386,
RKPE,35.1402,128.6962,
74TN,35.1392,-85.2121,
KMPJ,35.1389,-92.9092,
KFLG,35.1385,-111.671,
TN52,35.1381,-86.0812,
KBDQ,35.1362,-92.7135,
KAWM,35.1351,-90.2344,
KTSP,35.135,-118.439,
7TN5,35.1338,-89.1868,
N26,35.1332,-79.6313,
OL44,35.1331,-99.3839,
KFBG,35.1318,-78.9367,
AR03,35.1287,-93.2058,
24NC,35.1272,-80.475,
AR23,35.125,-93.4768,
RKJJ,35.1232,126.8054,
KDRP,35.1201,-90.8265,
ZBYC,35.1164,111.0314,
5OK4,35.1131,-97.4506,
OK02,35.1108,-97.4817,
KW95,35.1012,-75.966,
KL94,35.1011,-118.423,
AR43,35.0976,-92.7791,
KCHK,35.0974,-97.9677,
TN43,35.0968,-90.1144,
3TN6,35.0968,-89.2806,
K1N1,35.0945,-106.167,
O44,35.0923,-97.3364,
SC78,35.0907,-82.4954,
RKPS,35.0886,128.0717,
NC20,35.0873,-77.1625,
K32A,35.087,-93.4275,
KF99,35.0859,-96.4167,
OL38,35.0856,-94.595,
H81,35.0825,-101.7541,
KEWN,35.073,-77.0429,
9NC3,35.0708,-80.5664,
1E7,35.065,-101.879,
LG54,35.0637,24.7674,
2TX0,35.0626,-101.8504,
KAPT,35.0607,-85.5853,
KXNI,35.0607,-108.9376,
6AR0,35.0605,-92.1161,
3AR3,35.0597,-92.0821,
KMHV,35.0594,-118.152,
NR37,35.0571,-77.4623,
AR88,35.0548,-92.354,
54M,35.054,-89.58,
3NC4,35.0535,-80.409,
73AR,35.0529,-92.0539,
ZSLY,35.0529,118.4118,
KFGU,35.0443,-85.0201,
KMEM,35.0424,-89.9767,
4AR1,35.0411,-92.1001,
KABQ,35.04,-106.6089,
KHFF,35.0361,-79.4986,
KCHA,35.0353,-85.2038,
66SC,35.0341,-82.2985,
NR20,35.0306,-79.2366,
13NC,35.025,-77.2559,
TN70,35.0225,-89.7025,
KINW,35.0219,-110.723,
KRKR,35.0216,-94.6213,
KAFP,35.0206,-80.0771,
K5W4,35.0199,-79.191,
KCXW,35.0199,-92.5551,
43SC,35.0195,-82.5465,
KEQY,35.0188,-80.6202,
9NR7,35.0183,-78.5658,
K1A3,35.0162,-84.3463,
RJT2,35.0139,138.5307,
DAON,35.0134,-1.4572,
54TN,35.0131,-89.7219,
03OL,35.0123,-97.7027,
94NC,35.009,-79.2618,
KA20,35.0088,-114.5661,
3AR4,35.0058,-92.0776,
OL30,35.002,-97.0616,
5OL5,35.002,-97.1898,
57CL,35.0014,-117.6104,
KDPL,35.0001,-77.9817,
RKJB,34.9914,126.3828,
KHBR,34.9913,-99.0513,
KFAY,34.9912,-78.8803,
GMMW,34.9888,-3.0282,
KUZA,34.9878,-81.0572,
OK60,34.9874,-97.8108,
RJTE,34.9871,139.829,
OAQN,34.9855,63.1174,
K3O3,34.9845,-97.3828,
OIIC,34.984,50.8062,
AR17,34.9834,-90.9151,
1OK5,34.9829,-99.2288,
NC17,34.9801,-76.3023,
55GE,34.9798,-84.7419,
1M3,34.9792,-86.8833,
KOLV,34.9787,-89.7869,
7OK2,34.9769,-99.5013,
KCTZ,34.9756,-78.3646,
K0E0,34.9751,-106.0028,
BUTL,34.9697,-91.8312,
25SC,34.961,-82.3371,
12XS,34.9544,-91.838,
OAIX,34.9461,69.265,
00AS,34.9428,-97.818,
KP14,34.9407,-110.138,
MS65,34.9384,-90.2012,
KL88,34.9375,-119.688,
62NC,34.9368,-76.9447,
CL25,34.9356,-119.4519,
8NC7,34.9354,-77.2734,
KI58,34.9344,-104.643,
9AR1,34.9333,-93.5172,
AZ57,34.9316,-112.5154,
NM02,34.9293,-106.1743,
5CN4,34.9225,-119.5712,
M38,34.9162,-86.6469,
KSPA,34.9157,-81.9565,
OL19,34.9154,-96.1294,
KCRX,34.915,-88.6035,
21MS,34.912,-90.2136,
KE34,34.9115,-100.869,
4AR2,34.9105,-92.0069,
AZ27,34.9098,-112.5327,
SC67,34.9092,-81.0747,
30OK,34.9081,-96.2436,
KEDW,34.9054,-117.884,
0GE3,34.9047,-85.4597,
NM36,34.9028,-108.515,
AL46,34.9026,-87.5872,
KNKT,34.9009,-76.8807,
KSMX,34.8989,-120.457,
DA15,34.8972,0.1517,
36XS,34.897,-100.1179,
KGSP,34.8957,-82.2189,
K2GC,34.8937,-78.8435,
K2K4,34.8926,-99.5282,
12NC,34.8921,-76.349,
KRCZ,34.8913,-79.7596,
OL09,34.8879,-98.7553,
KA09,34.8875,-114.6166,
9AR9,34.8874,-91.9895,
K7A6,34.8863,-85.8033,
KMLC,34.8824,-95.7835,
NC54,34.8784,-76.3583,
KM27,34.876,-94.1093,
LCLK,34.8751,33.6249,
61NC,34.8713,-78.9656,
3GA3,34.8711,-85.4375,
KL00,34.8708,-118.209,
NC69,34.8694,-78.4727,
OIHH,34.8692,48.5525,
KN52,34.8638,-80.748,
SC86,34.8618,-82.5815,
KMDQ,34.8614,-86.5575,
RJGG,34.8584,136.805,
KHRX,34.8578,-102.326,
6CA8,34.8562,-117.1373,
KDZJ,34.8551,-83.9969,
KDAG,34.8537,-116.787,
79AR,34.8529,-92.0482,
0AL9,34.8505,-87.6335,
KSEZ,34.8486,-111.788,
MS64,34.8483,-89.878,
KGMU,34.8479,-82.3502,
KRBM,34.8477,-92.2995,
52NC,34.8446,-77.266,
KF06,34.844,-100.1928,
HSJ,34.8422,113.274,
6TE7,34.8376,-101.579,
KORK,34.8331,-92.2541,
GA18,34.8324,-83.4092,
KOAJ,34.8292,-77.6121,
15AR,34.8274,-90.5453,
ZLPC,34.8258,109.5355,
SC72,34.8242,-82.1463,
3AR0,34.8215,-90.8465,
ZLXH,34.819,102.6223,
1AR9,34.8161,-91.9958,
MS14,34.8139,-89.1996,
OPSS,34.8136,72.3528,
RJNY,34.8128,138.298,
MS55,34.8109,-89.5784,
KLQK,34.81,-82.7029,
OABN,34.8089,67.8166,
SC39,34.8086,-82.0774,
K4M3,34.8082,-91.7121,
3MS1,34.8064,-89.4615,
KADH,34.8052,-96.672,
KM41,34.8043,-89.5211,
H75,34.7978,-90.0354,
1MS6,34.7964,-89.9132,
RJNS,34.796,138.1878,
GMFA,34.7934,-5.636,
9NR8,34.7933,-79.1936,
DAUB,34.7933,5.7382,
33AZ,34.7932,-112.9745,
KMEB,34.7919,-79.3658,
GMFO,34.7896,-1.926,
KDCM,34.7893,-81.1958,
RJOO,34.7855,135.438,
17NR,34.7833,-78.577,
K6M7,34.7803,-90.8106,
NM89,34.7796,-106.5159,
AF13,34.7786,67.4896,
NM73,34.7773,-103.8554,
5OK2,34.7767,-96.2453,
56AL,34.7728,-87.1746,
3SC4,34.7713,-81.9882,
GA67,34.7682,-83.5929,
KEED,34.7663,-114.623,
AZ46,34.7648,-112.5465,
OL29,34.7626,-98.4467,
02CL,34.7611,-119.059,
KE98,34.7598,-106.745,
K6M0,34.7594,-91.6381,
RKJM,34.759,126.3803,
KGYH,34.7583,-82.3764,
RJOB,34.7569,133.855,
RJNH,34.7502,137.703,
4MS7,34.7482,-90.2813,
3M5,34.7473,-86.4614,
KMSL,34.7451,-87.613,
KPYG,34.7421,-80.3452,
KWJF,34.7411,-118.219,
ZHLY,34.7411,112.388,
KF21,34.7396,-100.53,
KVBG,34.7373,-120.584,
59AZ,34.7362,-112.4497,
KMRH,34.7336,-76.6606,
KP52,34.73,-112.035,
KLIT,34.7296,-92.2237,
4NC5,34.7295,-77.0513,
5CA4,34.7287,-116.1587,
65NM,34.7285,-103.6047,
3AR6,34.7285,-92.517,
KDNN,34.7229,-84.8702,
KLKR,34.7229,-80.8546,
K25M,34.7223,-89.0151,
LCPH,34.718,32.4857,
KACZ,34.7179,-78.0036,
21AR,34.717,-91.5398,
N22,34.7168,-77.5922,
KCQW,34.7129,-79.957,
KPVJ,34.7111,-97.2232,
7MS3,34.7109,-89.7192,
KNCA,34.7084,-77.4397,
60NC,34.7054,-77.0562,
KO35,34.7053,-99.9086,
KAXS,34.698,-99.3385,
0CL6,34.6946,-118.2771,
5AL5,34.6919,-87.6514,
AZ34,34.6914,-114.0977,
KNJM,34.6904,-77.0297,
K4A6,34.6887,-86.0059,
K9A5,34.6886,-85.2904,
AF09,34.6871,66.8932,
K35A,34.687,-81.6411,
KUTA,34.6851,-90.3478,
AZ86,34.6842,-112.292,
KHUA,34.6787,-86.6848,
RJOW,34.6764,131.79,
ORSH,34.6732,43.543,
KCEU,34.6719,-82.8865,
NC82,34.6708,-78.7003,
SC00,34.6679,-82,
KLTS,34.6671,-99.2667,
DAFI,34.6657,3.351,
KLPC,34.6656,-120.468,
7AR8,34.6651,-91.1767,
08MS,34.6615,-89.8696,
K9A4,34.659,-87.3502,
30M,34.6589,-90.3763,
KPRC,34.6545,-112.42,
1SC1,34.6537,-82.555,
VI57,34.6526,77.3758,
48AZ,34.6507,-111.7883,
KFSI,34.6498,-98.4022,
4M8,34.648,-91.3944,
KE80,34.6452,-106.834,
91OK,34.642,-99.3712,
KHSV,34.6372,-86.7751,
RJBE,34.6328,135.224,
OK63,34.6298,-97.815,
KPMD,34.6294,-118.085,
88MS,34.6276,-90.1295,
16SC,34.6275,-81.899,
99CL,34.6244,-117.6007,
NM91,34.6223,-108.79,
0CA4,34.6222,-120.065,
KBBP,34.6217,-79.7344,
GE05,34.6156,-85.3431,
KLBT,34.6108,-79.0594,
KIZA,34.6068,-120.076,
N17,34.6046,-105.1918,
19AZ,34.6045,-111.8648,
KEYF,34.6018,-78.5793,
KSGT,34.5995,-91.575,
77AR,34.5975,-92.9369,
KTOC,34.5938,-83.2958,
SC43,34.5937,-82.399,
KE51,34.5928,-113.172,
K8M1,34.5908,-88.6476,
RJBK,34.5908,133.933,
KSUZ,34.5906,-92.4794,
LCRA,34.5904,32.9879,
OLKA,34.5893,36.0113,
8CA0,34.5838,-117.2667,
K9A0,34.5828,-84.0199,
K2A6,34.5824,-91.1652,
KHEE,34.5766,-90.6762,
1OK3,34.5761,-97.8141,
8NC5,34.576,-79.2488,
KHII,34.5711,-114.358,
0CL1,34.5694,-117.556,
KLAW,34.5677,-98.4166,
KI06,34.5668,-101.781,
KT55,34.5667,-102.323,
04CA,34.5666,-117.6707,
OAKB,34.5659,69.2123,
65MS,34.5647,-89.8841,
9W9,34.5614,-79.5381,
ZLTS,34.5601,105.8603,
NC65,34.558,-78.2686,
OSPR,34.5574,38.3169,
17AR,34.5531,-92.0914,
KM72,34.549,-89.0245,
OK67,34.5471,-97.9096,
KMEZ,34.5454,-94.2027,
NM88,34.5433,-106.76,
3W6,34.5429,-78.7781,
NM18,34.5402,-106.7779,
74AR,34.5378,-92.1871,
52CL,34.5375,-117.461,
82AR,34.5371,-90.7594,
RJOE,34.5333,136.672,
K7M3,34.5291,-93.5294,
K49X,34.5288,-114.432,
1AR1,34.5278,-91.8724,
OK08,34.527,-98.3485,
ZHCC,34.5265,113.8492,
OACC,34.5265,65.271,
VI65,34.5243,76.1559,
OS72,34.5226,37.6299,
KSJN,34.5186,-109.379,
OK07,34.5182,-98.3256,
00TT,34.5166,-99.9369,
14NC,34.5165,-77.5451,
12AR,34.5154,-90.9735,
CA90,34.5141,-115.5183,
16AZ,34.5089,-112.68,
KLUX,34.5071,-81.9472,
KL70,34.5036,-118.3129,
KAJR,34.4999,-83.5567,
KAND,34.4946,-82.7094,
K01M,34.4909,-88.201,
4AL8,34.4906,-86.6733,
N21,34.4903,-77.5319,
OS65,34.4903,36.909,
55NM,34.4874,-106.6192,
46CN,34.4848,-117.8259,
KFSU,34.4834,-104.217,
47GE,34.4822,-85.3044,
KHOT,34.4788,-93.0963,
25NM,34.4769,-108.0311,
K4A9,34.4737,-85.7214,
KDUC,34.4709,-97.9599,
79XS,34.4679,-101.2957,
30GA,34.459,-84.1813,
1E6,34.4588,-78.6186,
4CL4,34.4568,-117.0289,
KCZL,34.4554,-84.9392,
KJZP,34.4534,-84.4574,
KTYL,34.4528,-110.115,
KUDG,34.4494,-79.8901,
KDLC,34.4491,-79.3686,
AS11,34.4473,-90.8075,
ZLXY,34.4471,108.752,
AL34,34.447,-87.3861,
KM22,34.4444,-87.7119,
OL37,34.4395,-96.6077,
RJOA,34.4361,132.919,
KCDS,34.4338,-100.288,
22GA,34.4293,-85.0544,
1SC6,34.4289,-80.0699,
RJBB,34.4273,135.244,
KCVN,34.4266,-103.0788,
KSBA,34.4262,-119.84,
ZLGL,34.4181,100.3011,
NM42,34.4154,-103.1346,
ZSLG,34.4141,119.179,
3GE3,34.4124,-83.1806,
KM73,34.4123,-91.4663,
K5M0,34.4082,-86.933,
99A,34.4062,-91.9587,
KHVS,34.4031,-80.1192,
K8A1,34.403,-86.2636,
OAJL,34.3998,70.4986,
AZ82,34.3993,-110.5296,
OK12,34.3992,-98.2664,
KAQR,34.3983,-96.1481,
29F,34.3923,-101.7599,
01OL,34.3917,-96.6908,
SOR,34.3904,40.1526,
KUOX,34.3843,-89.5368,
KCVS,34.3828,-103.322,
AR22,34.3815,-91.9585,
53NC,34.3787,-79.0793,
KL26,34.3772,-117.316,
ZLSN,34.3767,109.12,
60AS,34.3762,-90.9314,
RJAN,34.3694,139.269,
3O5,34.3691,-98.4063,
K92F,34.3687,-98.6821,
KPMU,34.3635,-89.8926,
19SC,34.3534,-81.8093,
KFDR,34.352,-98.9839,
11M,34.352,-88.3773,
21AZ,34.3509,-109.964,
KRMG,34.3506,-85.158,
21SC,34.3479,-79.88,
KSZP,34.3472,-119.061,
OICC,34.3459,47.1581,
6TX4,34.3427,-101.5422,
K18A,34.3401,-83.1335,
OPMF,34.339,73.5086,
63MS,34.3389,-89.0024,
K9M8,34.3274,-92.3513,
AL32,34.3226,-85.6437,
7AR7,34.3178,-90.857,
KFDW,34.3155,-81.1088,
22OK,34.3152,-97.1775,
OK11,34.3139,-98.0093,
TS39,34.312,-101.412,
K47A,34.3106,-84.4239,
KEOE,34.3093,-81.6397,
2CN8,34.3042,-117.1514,
KADM,34.303,-97.0196,
72AR,34.3003,-93.4825,
KCKM,34.2997,-90.5123,
GMMY,34.2989,-6.5959,
KNXP,34.2962,-116.162,
RJDT,34.2849,129.331,
KCDN,34.2836,-80.5649,
Z19O,34.2812,35.6801,
K1M4,34.2803,-87.6004,
KF01,34.2771,-99.7593,
KCPC,34.2729,-78.715,
KGVL,34.2726,-83.8302,
KCMD,34.2687,-86.858,
97GA,34.2682,-83.6721,
KSOW,34.2641,-110.0071,
KL35,34.2638,-116.856,
5M1,34.2623,-91.3075,
33GA,34.26,-83.2867,
KWHP,34.2593,-118.413,
KPAN,34.2568,-111.339,
KGRD,34.2487,-82.1591,
K52J,34.2445,-80.236,
4GA9,34.2423,-84.0571,
GE72,34.2353,-83.153,
8MS2,34.2343,-88.5072,
GMFZ,34.2319,-3.947,
KMMS,34.2315,-90.2896,
GMSL,34.2306,-6.0501,
K8A0,34.2291,-86.2558,
OK28,34.2283,-96.743,
KF05,34.2257,-99.2838,
OK17,34.2183,-97.0526,
2A8,34.217,-87.1584,
49AR,34.2144,-91.4578,
0TA2,34.2137,-101.9233,
KCMA,34.2137,-119.094,
OAHR,34.21,62.2283,
KVNY,34.2098,-118.49,
24AR,34.201,-90.9523,
KOXR,34.2008,-119.207,
2NM9,34.1988,-105.1651,
K0F9,34.1985,-96.6745,
OK23,34.1983,-97.2312,
KBUR,34.1977,-118.3564,
30GE,34.194,-83.1946,
AF08,34.1929,69.1357,
K80F,34.1926,-95.6499,
S79,34.1862,-79.02,
KMAO,34.1812,-79.3347,
9TX3,34.1752,-101.6381,
KPBF,34.1741,-91.9356,
K19A,34.174,-83.5607,
KPVW,34.1681,-101.717,
53GA,34.1678,-85.2586,
42SC,34.1629,-79.6661,
2CA3,34.161,-115.9956,
77NC,34.1524,-78.1051,
SC81,34.1515,-82.3537,
KP20,34.1489,-114.2684,
K1F0,34.147,-97.1227,
RJOI,34.1463,132.2472,
OK44,34.1462,-96.0769,
KPRZ,34.1455,-103.41,
K3M2,34.1445,-87.3278,
91AS,34.1442,-90.9923,
8AL3,34.1418,-86.0886,
OIHR,34.1381,49.8473,
VILH,34.1359,77.5465,
KTNP,34.1339,-115.9473,
RJOS,34.1328,134.607,
KD68,34.1311,-109.3103,
KL22,34.1297,-116.4074,
SC44,34.1288,-80.5473,
1TX5,34.126,-101.9088,
KVPC,34.1231,-84.8487,
NM25,34.1214,-105.6777,
KNTD,34.1203,-119.121,
KHAB,34.1176,-87.9982,
NM38,34.1173,-104.427,
KCCB,34.1116,-117.688,
SC29,34.1107,-79.9015,
AL27,34.1057,-85.5658,
03NC,34.1042,-77.9059,
SC92,34.1035,-82.2821,
GE61,34.1025,-85.3839,
XA05,34.1016,-102.6271,
KM89,34.0998,-93.0661,
NM01,34.0983,-107.2975,
MS09,34.0964,-90.7041,
02MS,34.0957,-90.8461,
K27A,34.0954,-82.8176,
KSBD,34.0954,-117.235,
29TX,34.0948,-99.3651,
N29,34.0943,-107.2971,
58AZ,34.0936,-110.9328,
KPOC,34.0916,-117.782,
KPYP,34.09,-85.6101,
6TS0,34.0896,-101.7401,
66OK,34.089,-96.4217,
K5J9,34.0884,-78.8649,
KEMT,34.0861,-118.035,
RJTQ,34.0736,139.56,
KSZN,34.0601,-119.9152,
ZSXZ,34.0591,117.5553,
KONT,34.056,-117.601,
9XS6,34.0531,-102.522,
GMME,34.0515,-6.7515,
TT50,34.051,-99.5887,
52XA,34.0485,-98.427,
KDEQ,34.047,-94.3994,
RJOZ,34.0453,131.052,
81NC,34.0408,-78.74,
4XA5,34.0378,-98.496,
KHHW,34.0348,-95.5419,
RJOF,34.0347,131.5487,
OL27,34.0315,-97.0093,
K3F6,34.0276,-100.282,
KONM,34.0225,-106.903,
CA97,34.0189,-119.8516,
K4A4,34.0187,-85.1465,
KSMO,34.0158,-118.451,
K5A4,34.0158,-88.7262,
K90F,34.014,-94.7586,
KRYY,34.0132,-84.5972,
00SC,34.0094,-80.2672,
13Q,34.0042,-108.6799,
MS41,34.003,-90.4259,
K41F,34.0023,-101.33,
Z95,34.0017,-110.4551,
KSMS,33.995,-80.3613,
K09M,33.9915,-90.0786,
KRIR,33.9897,-117.411,
KSPS,33.9888,-98.4919,
VISR,33.9871,74.7742,
OPTA,33.9861,72.6114,
KWDR,33.9829,-83.6674,
2XA0,33.9793,-99.7129,
KLZU,33.9781,-83.9624,
KCNO,33.9747,-117.637,
KSSC,33.9727,-80.4706,
KGAD,33.9726,-86.089,
93MS,33.9716,-90.7682,
K20A,33.9712,-86.3805,
KCUB,33.9705,-80.9952,
KE25,33.9702,-112.796,
SC99,33.9639,-81.3592,
KRAL,33.9519,-117.445,
KAHN,33.9488,-83.3256,
KF14,33.9477,-98.6167,
60GE,33.9437,-83.2371,
SC21,33.9429,-78.829,
KLAX,33.9425,-118.408,
ORBD,33.9402,44.3616,
KDUA,33.9397,-96.3951,
KCAE,33.9388,-81.1195,
OK29,33.9359,-97.0545,
K04M,33.93,-89.3433,
KSUT,33.9293,-78.075,
GMFF,33.9273,-4.978,
K6J4,33.9268,-81.7946,
K37K,33.926,-97.2963,
K55M,33.9255,-91.8611,
MS03,33.9246,-90.7889,
KLIU,33.9239,-102.387,
28AZ,33.9228,-113.181,
KHHR,33.9228,-118.335,
KBNG,33.9225,-116.8507,
OASH,33.9222,69.0779,
KMMT,33.9208,-80.8013,
27AZ,33.9193,-113.1678,
KMGE,33.9154,-84.5163,
KPUJ,33.9133,-84.9421,
66XA,33.913,-98.2518,
K4O4,33.9094,-94.8594,
KS19,33.9081,-82.2669,
OPPC,33.9021,70.0716,
KJFX,33.902,-87.3142,
OL26,33.9007,-95.8361,
KAJO,33.8977,-117.602,
OIFK,33.8953,51.577,
TA80,33.8932,-96.9281,
KCPM,33.89,-118.244,
KM44,33.8862,-89.0234,
K0M0,33.8848,-91.5345,
RJFA,33.8831,130.653,
SC45,33.883,-81.384,
KRIV,33.8807,-117.259,
GMFM,33.8791,-5.5151,
OK68,33.8788,-96.0825,
VIAW,33.8766,74.9757,
KPDK,33.8763,-84.3021,
DTTJ,33.875,10.7755,
